invoice_id,branch,city,id_customer_type,customer_type,id_gender,gender,id_product,product_line,unit_price,quantity,tax_5%,total,date,time,id_payment,payment,cogs,gross_margin percentage,gross_income,rating
687-47-8271,1,Yangon,2,Normal,2,Male,6,Fashion accessories,98.98,10,49.49,1039.29,2/8/2019,16:20,2,Credit card,989.8,4761904762,49.49,8.7
796-32-9050,1,Yangon,2,Normal,2,Male,5,Food and beverages,51.28,6,15384,323064,1/19/2019,16:31,1,Cash,307.68,4761904762,15384,6.5
105-31-1824,1,Yangon,1,Member,2,Male,4,Sports and travel,69.52,7,24332,510972,2/1/2019,15:10,2,Credit card,486.64,4761904762,24332,8.5
249-42-3782,1,Yangon,2,Normal,2,Male,1,Health and beauty,70.01,5,175025,3675525,1/3/2019,11:36,3,Ewallet,350.05,4761904762,175025,5.5
316-55-4634,2,Mandalay,1,Member,2,Male,5,Food and beverages,80.05,5,200125,4202625,1/26/2019,12:45,2,Credit card,400.25,4761904762,200125,9.4
733-33-4967,3,Naypyitaw,2,Normal,2,Male,2,Electronic accessories,20.85,8,8.34,175.14,3/3/2019,19:17,1,Cash,166.8,4761904762,8.34,6.3
608-27-6295,2,Mandalay,1,Member,2,Male,2,Electronic accessories,52.89,6,15867,333207,1/19/2019,17:34,2,Credit card,317.34,4761904762,15867,9.8
414-12-7047,2,Mandalay,2,Normal,2,Male,5,Food and beverages,19.79,8,7916,166236,1/18/2019,12:04,3,Ewallet,158.32,4761904762,7916,8.7
827-26-2100,1,Yangon,1,Member,2,Male,3,Home and lifestyle,33.84,9,15228,319788,3/21/2019,16:21,3,Ewallet,304.56,4761904762,15228,8.8
175-54-2529,1,Yangon,1,Member,2,Male,5,Food and beverages,22.17,8,8868,186228,3/3/2019,17:01,2,Credit card,177.36,4761904762,8868,9.6
139-52-2867,3,Naypyitaw,2,Normal,1,Female,6,Fashion accessories,22.51,7,7.8785,1654485,2/13/2019,10:50,2,Credit card,157.57,4761904762,7.8785,4.8
407-63-8975,1,Yangon,2,Normal,2,Male,5,Food and beverages,73.88,6,22164,465444,3/23/2019,19:16,3,Ewallet,443.28,4761904762,22164,4.4
342-65-4817,3,Naypyitaw,1,Member,2,Male,1,Health and beauty,86.8,3,13.02,273.42,1/28/2019,16:47,3,Ewallet,260.4,4761904762,13.02,9.9
130-98-8941,3,Naypyitaw,2,Normal,2,Male,6,Fashion accessories,64.26,7,22491,472311,2/9/2019,10:00,1,Cash,449.82,4761904762,22491,5.7
434-83-9547,3,Naypyitaw,1,Member,2,Male,5,Food and beverages,38.47,8,15388,323148,1/23/2019,11:51,1,Cash,307.76,4761904762,15388,7.7
851-28-6367,1,Yangon,1,Member,2,Male,4,Sports and travel,15.5,10,7.75,162.75,3/23/2019,10:55,3,Ewallet,155,4761904762,7.75,8
824-88-3614,3,Naypyitaw,2,Normal,2,Male,1,Health and beauty,34.31,8,13724,288204,1/25/2019,15:00,3,Ewallet,274.48,4761904762,13724,5.7
586-25-0848,1,Yangon,2,Normal,1,Female,4,Sports and travel,12.34,7,4319,90699,3/4/2019,11:19,2,Credit card,86.38,4761904762,4319,6.7
895-66-0685,2,Mandalay,1,Member,2,Male,5,Food and beverages,18.08,3,2712,56952,3/5/2019,19:46,3,Ewallet,54.24,4761904762,2712,8
305-14-0245,2,Mandalay,1,Member,1,Female,3,Home and lifestyle,94.49,8,37796,793716,3/3/2019,19:00,3,Ewallet,755.92,4761904762,37796,7.5
732-04-5373,2,Mandalay,1,Member,2,Male,3,Home and lifestyle,46.47,4,9294,195174,2/8/2019,10:53,1,Cash,185.88,4761904762,9294,7
400-60-7251,1,Yangon,2,Normal,2,Male,3,Home and lifestyle,74.07,1,3.7035,777735,2/10/2019,12:50,3,Ewallet,74.07,4761904762,3.7035,9.9
593-65-1552,3,Naypyitaw,2,Normal,1,Female,3,Home and lifestyle,69.81,4,13962,293202,1/28/2019,20:50,2,Credit card,279.24,4761904762,13962,5.9
284-34-9626,2,Mandalay,2,Normal,1,Female,3,Home and lifestyle,77.04,3,11556,242676,2/11/2019,10:39,2,Credit card,231.12,4761904762,11556,7.2
437-58-8131,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,73.52,2,7352,154392,1/15/2019,13:41,3,Ewallet,147.04,4761904762,7352,4.6
286-43-6208,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,87.8,9,39.51,829.71,3/16/2019,19:08,1,Cash,790.2,4761904762,39.51,9.2
641-43-2399,2,Mandalay,2,Normal,2,Male,3,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23,3,Ewallet,102.2,4761904762,5.11,5.7
831-07-6050,1,Yangon,2,Normal,2,Male,2,Electronic accessories,32.71,5,8.1775,1717275,3/19/2019,11:30,2,Credit card,163.55,4761904762,8.1775,9.9
556-86-3144,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,74.29,1,3.7145,780045,1/13/2019,19:30,1,Cash,74.29,4761904762,3.7145,5
848-24-9445,3,Naypyitaw,1,Member,2,Male,1,Health and beauty,43.7,2,4.37,91.77,3/26/2019,18:03,1,Cash,87.4,4761904762,4.37,4.9
856-22-8149,1,Yangon,2,Normal,1,Female,3,Home and lifestyle,25.29,1,1.2645,265545,3/23/2019,10:13,3,Ewallet,25.29,4761904762,1.2645,6.1
699-01-4164,3,Naypyitaw,2,Normal,2,Male,1,Health and beauty,41.5,4,8.3,174.3,3/12/2019,19:58,2,Credit card,166,4761904762,8.3,8.2
420-11-4919,3,Naypyitaw,1,Member,1,Female,5,Food and beverages,71.39,5,178475,3747975,2/17/2019,19:57,2,Credit card,356.95,4761904762,178475,5.5
606-80-4905,3,Naypyitaw,1,Member,1,Female,4,Sports and travel,19.15,6,5745,120645,1/29/2019,10:01,2,Credit card,114.9,4761904762,5745,6.8
542-41-0513,2,Mandalay,1,Member,1,Female,2,Electronic accessories,57.49,4,11498,241458,3/15/2019,11:57,1,Cash,229.96,4761904762,11498,6.6
426-39-2418,3,Naypyitaw,2,Normal,2,Male,2,Electronic accessories,61.41,7,214935,4513635,1/14/2019,10:02,1,Cash,429.87,4761904762,214935,9.8
875-46-5808,2,Mandalay,1,Member,2,Male,1,Health and beauty,25.9,10,12.95,271.95,2/6/2019,14:51,3,Ewallet,259,4761904762,12.95,8.7
394-43-4238,2,Mandalay,1,Member,2,Male,3,Home and lifestyle,17.77,5,4.4425,932925,2/15/2019,12:42,2,Credit card,88.85,4761904762,4.4425,5.4
749-24-1565,1,Yangon,2,Normal,1,Female,1,Health and beauty,23.03,9,10.3635,2176335,1/3/2019,12:02,3,Ewallet,207.27,4761904762,10.3635,7.9
672-51-8681,3,Naypyitaw,1,Member,1,Female,2,Electronic accessories,66.65,9,299925,6298425,1/4/2019,18:19,2,Credit card,599.85,4761904762,299925,9.7
263-87-5680,3,Naypyitaw,1,Member,1,Female,3,Home and lifestyle,28.53,10,14265,299565,3/18/2019,17:38,3,Ewallet,285.3,4761904762,14265,7.8
573-58-9734,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,30.37,3,4.5555,956655,3/28/2019,13:41,3,Ewallet,91.11,4761904762,4.5555,5.1
817-69-8206,2,Mandalay,2,Normal,1,Female,2,Electronic accessories,99.73,9,448785,9424485,3/2/2019,19:42,2,Credit card,897.57,4761904762,448785,6.5
888-02-0338,1,Yangon,2,Normal,2,Male,2,Electronic accessories,26.23,9,11.8035,2478735,1/25/2019,20:24,3,Ewallet,236.07,4761904762,11.8035,5.9
677-11-0152,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,93.26,9,41967,881307,1/16/2019,18:08,1,Cash,839.34,4761904762,41967,8.8
142-63-6033,2,Mandalay,2,Normal,2,Male,3,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17,3,Ewallet,461.8,4761904762,23.09,4.9
656-16-1063,2,Mandalay,2,Normal,2,Male,4,Sports and travel,46.42,3,6963,146223,1/4/2019,13:24,2,Credit card,139.26,4761904762,6963,4.4
891-58-8335,2,Mandalay,1,Member,1,Female,4,Sports and travel,29.61,7,10.3635,2176335,3/11/2019,15:53,1,Cash,207.27,4761904762,10.3635,6.5
802-43-8934,1,Yangon,2,Normal,2,Male,3,Home and lifestyle,18.28,1,914,19194,3/22/2019,15:05,2,Credit card,18.28,4761904762,914,8.3
560-30-5617,2,Mandalay,2,Normal,1,Female,4,Sports and travel,24.77,5,6.1925,1300425,3/24/2019,18:27,1,Cash,123.85,4761904762,6.1925,8.5
319-74-2561,1,Yangon,1,Member,1,Female,2,Electronic accessories,94.64,3,14196,298116,2/21/2019,16:55,1,Cash,283.92,4761904762,14196,5.5
549-03-9315,2,Mandalay,2,Normal,2,Male,6,Fashion accessories,94.87,8,37948,796908,2/12/2019,12:58,3,Ewallet,758.96,4761904762,37948,8.7
790-29-1172,2,Mandalay,2,Normal,1,Female,5,Food and beverages,57.34,3,8601,180621,3/10/2019,18:59,2,Credit card,172.02,4761904762,8601,7.9
239-36-3640,2,Mandalay,2,Normal,2,Male,2,Electronic accessories,45.35,6,13605,285705,1/31/2019,13:44,3,Ewallet,272.1,4761904762,13605,6.1
468-01-2051,2,Mandalay,2,Normal,2,Male,5,Food and beverages,62.08,7,21728,456288,3/6/2019,13:46,3,Ewallet,434.56,4761904762,21728,5.4
389-25-3394,3,Naypyitaw,2,Normal,2,Male,2,Electronic accessories,11.81,5,2.9525,620025,2/17/2019,18:06,1,Cash,59.05,4761904762,2.9525,9.4
279-62-1445,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,12.54,1,627,13167,2/21/2019,12:38,1,Cash,12.54,4761904762,627,8.2
213-72-6612,1,Yangon,2,Normal,2,Male,5,Food and beverages,43.25,2,4325,90825,3/20/2019,15:56,1,Cash,86.5,4761904762,4325,6.2
746-68-6593,3,Naypyitaw,1,Member,1,Female,4,Sports and travel,87.16,2,8716,183036,1/11/2019,14:29,2,Credit card,174.32,4761904762,8716,9.7
836-82-5858,2,Mandalay,1,Member,2,Male,1,Health and beauty,69.37,9,312165,6555465,1/26/2019,19:14,3,Ewallet,624.33,4761904762,312165,4
583-72-1480,3,Naypyitaw,1,Member,2,Male,2,Electronic accessories,37.06,4,7412,155652,1/31/2019,16:24,3,Ewallet,148.24,4761904762,7412,9.7
466-61-5506,2,Mandalay,1,Member,1,Female,2,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,1,Cash,544.2,4761904762,27.21,5.3
721-86-6247,1,Yangon,2,Normal,1,Female,3,Home and lifestyle,63.42,8,25368,532728,3/11/2019,12:55,3,Ewallet,507.36,4761904762,25368,7.4
289-65-5721,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,81.37,2,8137,170877,1/26/2019,19:28,1,Cash,162.74,4761904762,8137,6.5
545-46-3100,2,Mandalay,1,Member,1,Female,2,Electronic accessories,10.59,3,1.5885,333585,3/12/2019,13:52,2,Credit card,31.77,4761904762,1.5885,8.7
418-02-5978,2,Mandalay,2,Normal,1,Female,1,Health and beauty,84.09,9,378405,7946505,2/11/2019,10:54,1,Cash,756.81,4761904762,378405,8
269-04-5750,2,Mandalay,1,Member,2,Male,6,Fashion accessories,73.82,4,14764,310044,2/21/2019,18:31,1,Cash,295.28,4761904762,14764,6.7
157-13-5295,1,Yangon,1,Member,2,Male,1,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,3,Ewallet,519.4,4761904762,25.97,6.5
645-78-8093,1,Yangon,2,Normal,1,Female,4,Sports and travel,93.14,2,9314,195594,1/20/2019,18:09,3,Ewallet,186.28,4761904762,9314,4.1
211-30-9270,3,Naypyitaw,2,Normal,2,Male,1,Health and beauty,17.41,5,4.3525,914025,1/28/2019,15:16,2,Credit card,87.05,4761904762,4.3525,4.9
755-12-3214,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,44.22,5,11055,232155,3/5/2019,17:07,2,Credit card,221.1,4761904762,11055,8.6
346-84-3103,2,Mandalay,1,Member,1,Female,2,Electronic accessories,13.22,5,3305,69405,3/2/2019,19:26,1,Cash,66.1,4761904762,3305,4.3
478-06-7835,1,Yangon,2,Normal,2,Male,6,Fashion accessories,89.69,1,4.4845,941745,1/11/2019,11:20,3,Ewallet,89.69,4761904762,4.4845,4.9
540-11-4336,1,Yangon,2,Normal,2,Male,5,Food and beverages,24.94,9,11223,235683,1/11/2019,16:49,2,Credit card,224.46,4761904762,11223,5.6
448-81-5016,1,Yangon,2,Normal,2,Male,1,Health and beauty,59.77,2,5977,125517,3/11/2019,12:01,2,Credit card,119.54,4761904762,5977,5.8
142-72-4741,3,Naypyitaw,1,Member,2,Male,6,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,2,Credit card,186.4,4761904762,9.32,6
217-58-1179,1,Yangon,1,Member,2,Male,3,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,1,Cash,250.6,4761904762,12.53,4.2
376-02-8238,2,Mandalay,2,Normal,2,Male,3,Home and lifestyle,93.87,8,37548,788508,2/2/2019,18:42,2,Credit card,750.96,4761904762,37548,8.3
530-90-9855,1,Yangon,1,Member,2,Male,3,Home and lifestyle,47.59,8,19036,399756,1/1/2019,14:47,1,Cash,380.72,4761904762,19036,5.7
866-05-7563,2,Mandalay,1,Member,1,Female,2,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,1,Cash,244.2,4761904762,12.21,4.8
604-70-6476,1,Yangon,1,Member,2,Male,6,Fashion accessories,17.94,5,4485,94185,1/23/2019,14:04,3,Ewallet,89.7,4761904762,4485,6.8
799-71-1548,1,Yangon,1,Member,2,Male,2,Electronic accessories,77.72,4,15544,326424,1/7/2019,16:11,2,Credit card,310.88,4761904762,15544,8.8
785-13-7708,2,Mandalay,2,Normal,2,Male,5,Food and beverages,73.06,7,25571,536991,1/14/2019,19:06,2,Credit card,511.42,4761904762,25571,4.2
845-51-0542,2,Mandalay,1,Member,2,Male,5,Food and beverages,46.55,9,209475,4398975,2/2/2019,15:34,3,Ewallet,418.95,4761904762,209475,6.4
662-47-5456,3,Naypyitaw,1,Member,2,Male,6,Fashion accessories,35.19,10,17595,369495,3/17/2019,19:06,2,Credit card,351.9,4761904762,17595,8.4
883-17-4236,3,Naypyitaw,2,Normal,1,Female,4,Sports and travel,14.39,2,1439,30219,3/2/2019,19:44,2,Credit card,28.78,4761904762,1439,7.2
290-68-2984,1,Yangon,2,Normal,2,Male,3,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,1,Cash,95,4761904762,4.75,5.2
704-11-6354,1,Yangon,1,Member,2,Male,3,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,1,Cash,471.2,4761904762,23.56,8.9
110-48-7033,2,Mandalay,1,Member,2,Male,6,Fashion accessories,32.62,4,6524,137004,1/29/2019,14:12,1,Cash,130.48,4761904762,6524,9
366-93-0948,1,Yangon,1,Member,2,Male,2,Electronic accessories,66.35,1,3.3175,696675,1/31/2019,10:46,2,Credit card,66.35,4761904762,3.3175,9.7
729-09-9681,1,Yangon,1,Member,2,Male,3,Home and lifestyle,25.91,6,7773,163233,2/5/2019,10:16,3,Ewallet,155.46,4761904762,7773,8.7
151-16-1484,1,Yangon,1,Member,2,Male,2,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,3,Ewallet,129,4761904762,6.45,6.5
380-94-4661,3,Naypyitaw,1,Member,2,Male,2,Electronic accessories,65.94,4,13188,276948,2/7/2019,13:05,2,Credit card,263.76,4761904762,13188,6.9
850-41-9669,1,Yangon,2,Normal,1,Female,2,Electronic accessories,75.06,9,33777,709317,3/19/2019,13:25,3,Ewallet,675.54,4761904762,33777,6.2
821-07-3596,3,Naypyitaw,2,Normal,1,Female,6,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,3,Ewallet,65.8,4761904762,3.29,5.6
655-85-5130,2,Mandalay,1,Member,1,Female,6,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,1,Cash,153.2,4761904762,7.66,5.7
447-15-7839,1,Yangon,1,Member,1,Female,4,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,1,Cash,222.4,4761904762,11.12,4.2
154-74-7179,2,Mandalay,2,Normal,2,Male,4,Sports and travel,54.45,1,2.7225,571725,2/26/2019,19:24,3,Ewallet,54.45,4761904762,2.7225,7.9
253-12-6086,1,Yangon,1,Member,1,Female,4,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,2,Credit card,688.8,4761904762,34.44,8.7
808-65-0703,3,Naypyitaw,2,Normal,2,Male,3,Home and lifestyle,35.47,4,7094,148974,3/14/2019,17:22,2,Credit card,141.88,4761904762,7094,6.9
571-94-0759,2,Mandalay,1,Member,1,Female,5,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,1,Cash,746,4761904762,37.3,9.5
144-51-6085,1,Yangon,1,Member,2,Male,3,Home and lifestyle,70.74,4,14148,297108,1/5/2019,16:05,2,Credit card,282.96,4761904762,14148,4.4
731-14-2199,1,Yangon,1,Member,1,Female,3,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,3,Ewallet,355.4,4761904762,17.77,7
783-09-1637,2,Mandalay,2,Normal,1,Female,4,Sports and travel,67.43,5,168575,3540075,3/6/2019,18:13,3,Ewallet,337.15,4761904762,168575,6.3
687-15-1097,3,Naypyitaw,1,Member,1,Female,1,Health and beauty,21.12,2,2112,44352,1/3/2019,19:17,1,Cash,42.24,4761904762,2112,9.7
126-54-1082,1,Yangon,1,Member,1,Female,3,Home and lifestyle,21.54,9,9693,203553,1/7/2019,11:44,2,Credit card,193.86,4761904762,9693,8.8
633-91-1052,1,Yangon,2,Normal,1,Female,3,Home and lifestyle,12.03,2,1203,25263,1/27/2019,15:51,1,Cash,24.06,4761904762,1203,5.1
477-24-6490,2,Mandalay,2,Normal,1,Female,1,Health and beauty,99.71,6,29913,628173,2/26/2019,16:52,3,Ewallet,598.26,4761904762,29913,7.9
566-19-5475,2,Mandalay,2,Normal,2,Male,6,Fashion accessories,47.97,7,167895,3525795,1/7/2019,20:52,1,Cash,335.79,4761904762,167895,6.2
526-86-8552,3,Naypyitaw,1,Member,1,Female,3,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,1,Cash,218.2,4761904762,10.91,7.1
376-56-3573,3,Naypyitaw,2,Normal,1,Female,6,Fashion accessories,95.42,4,19084,400764,2/2/2019,13:23,3,Ewallet,381.68,4761904762,19084,6.4
537-72-0426,3,Naypyitaw,1,Member,2,Male,6,Fashion accessories,70.99,10,35495,745395,3/20/2019,16:28,1,Cash,709.9,4761904762,35495,5.7
828-61-5674,1,Yangon,1,Member,2,Male,4,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,2,Credit card,440.2,4761904762,22.01,9.6
136-08-6195,1,Yangon,2,Normal,1,Female,3,Home and lifestyle,69.96,8,27984,587664,2/15/2019,17:01,2,Credit card,559.68,4761904762,27984,6.4
523-38-0215,3,Naypyitaw,2,Normal,2,Male,3,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,2,Credit card,37,4761904762,1.85,7.9
490-29-1201,1,Yangon,2,Normal,1,Female,4,Sports and travel,15.34,1,767,16107,1/6/2019,11:09,1,Cash,15.34,4761904762,767,6.5
667-92-0055,1,Yangon,1,Member,2,Male,1,Health and beauty,99.83,6,29949,628929,3/4/2019,15:02,3,Ewallet,598.98,4761904762,29949,8.5
565-17-3836,1,Yangon,1,Member,1,Female,1,Health and beauty,47.67,4,9534,200214,3/12/2019,14:21,1,Cash,190.68,4761904762,9534,9.1
498-41-1961,2,Mandalay,2,Normal,2,Male,1,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,1,Cash,333.4,4761904762,16.67,7.6
593-95-4461,3,Naypyitaw,1,Member,2,Male,3,Home and lifestyle,74.86,1,3743,78603,3/24/2019,14:49,1,Cash,74.86,4761904762,3743,6.9
226-71-3580,3,Naypyitaw,2,Normal,1,Female,4,Sports and travel,23.75,9,10.6875,2244375,1/31/2019,12:02,1,Cash,213.75,4761904762,10.6875,9.5
283-79-9594,2,Mandalay,2,Normal,1,Female,5,Food and beverages,48.51,7,169785,3565485,1/25/2019,13:30,2,Credit card,339.57,4761904762,169785,5.2
430-60-3493,1,Yangon,1,Member,1,Female,3,Home and lifestyle,94.88,7,33208,697368,2/3/2019,14:38,1,Cash,664.16,4761904762,33208,4.2
139-20-0155,2,Mandalay,1,Member,2,Male,2,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,2,Credit card,403,4761904762,20.15,7
558-80-4082,3,Naypyitaw,2,Normal,2,Male,2,Electronic accessories,27.85,7,9.7475,2046975,3/14/2019,17:20,3,Ewallet,194.95,4761904762,9.7475,6
278-97-7759,1,Yangon,1,Member,1,Female,2,Electronic accessories,62.48,1,3124,65604,2/18/2019,20:29,1,Cash,62.48,4761904762,3124,4.7
316-68-6352,1,Yangon,1,Member,1,Female,5,Food and beverages,36.36,2,3636,76356,1/21/2019,10:00,1,Cash,72.72,4761904762,3636,7.1
585-03-5943,2,Mandalay,2,Normal,2,Male,1,Health and beauty,18.11,10,9055,190155,3/13/2019,11:46,3,Ewallet,181.1,4761904762,9055,5.9
211-05-0490,3,Naypyitaw,1,Member,1,Female,2,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,1,Cash,259.6,4761904762,12.98,7.5
727-75-6477,3,Naypyitaw,2,Normal,2,Male,2,Electronic accessories,28.84,4,5768,121128,3/29/2019,14:44,1,Cash,115.36,4761904762,5768,6.4
744-02-5987,1,Yangon,1,Member,2,Male,3,Home and lifestyle,78.38,6,23514,493794,1/10/2019,14:16,3,Ewallet,470.28,4761904762,23514,5.8
307-83-9164,1,Yangon,1,Member,2,Male,3,Home and lifestyle,60.01,4,12002,252042,1/25/2019,15:54,1,Cash,240.04,4761904762,12002,4.5
779-06-0012,3,Naypyitaw,1,Member,1,Female,3,Home and lifestyle,88.61,1,4.4305,930405,1/19/2019,10:21,1,Cash,88.61,4761904762,4.4305,7.7
446-47-6729,3,Naypyitaw,2,Normal,2,Male,6,Fashion accessories,99.82,2,9982,209622,1/2/2019,18:09,2,Credit card,199.64,4761904762,9982,6.7
573-10-3877,2,Mandalay,1,Member,2,Male,1,Health and beauty,39.01,1,1.9505,409605,3/12/2019,16:46,2,Credit card,39.01,4761904762,1.9505,4.7
735-06-4124,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,48.61,1,2.4305,510405,2/25/2019,15:31,1,Cash,48.61,4761904762,2.4305,4.4
439-54-7422,1,Yangon,2,Normal,1,Female,2,Electronic accessories,51.19,4,10238,214998,3/18/2019,17:15,2,Credit card,204.76,4761904762,10238,4.7
396-90-2219,2,Mandalay,2,Normal,1,Female,2,Electronic accessories,14.96,8,5984,125664,2/23/2019,12:29,1,Cash,119.68,4761904762,5984,8.6
411-77-0180,1,Yangon,1,Member,2,Male,2,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,3,Ewallet,505.4,4761904762,25.27,4.3
286-01-5402,1,Yangon,2,Normal,1,Female,4,Sports and travel,40.23,7,140805,2956905,3/30/2019,13:22,1,Cash,281.61,4761904762,140805,9.6
803-17-8013,1,Yangon,1,Member,1,Female,3,Home and lifestyle,88.79,8,35516,745836,2/17/2019,17:09,1,Cash,710.32,4761904762,35516,4.1
512-98-1403,1,Yangon,1,Member,1,Female,2,Electronic accessories,26.48,3,3972,83412,3/21/2019,10:40,3,Ewallet,79.44,4761904762,3972,4.7
848-42-2560,1,Yangon,2,Normal,1,Female,6,Fashion accessories,81.91,2,8191,172011,3/5/2019,17:43,1,Cash,163.82,4761904762,8191,7.8
532-59-7201,2,Mandalay,1,Member,2,Male,4,Sports and travel,79.93,6,23979,503559,1/31/2019,14:04,1,Cash,479.58,4761904762,23979,5.5
181-94-6432,3,Naypyitaw,1,Member,2,Male,6,Fashion accessories,69.33,2,6933,145593,2/5/2019,19:05,3,Ewallet,138.66,4761904762,6933,9.7
870-76-1733,1,Yangon,1,Member,1,Female,5,Food and beverages,14.23,5,3.5575,747075,2/1/2019,10:08,2,Credit card,71.15,4761904762,3.5575,4.4
423-64-4619,1,Yangon,1,Member,1,Female,1,Health and beauty,15.55,9,6.9975,1469475,3/7/2019,13:12,1,Cash,139.95,4761904762,6.9975,5
227-07-4446,3,Naypyitaw,1,Member,1,Female,2,Electronic accessories,78.13,10,39065,820365,2/10/2019,20:51,1,Cash,781.3,4761904762,39065,4.4
174-36-3675,3,Naypyitaw,1,Member,2,Male,5,Food and beverages,99.37,2,9937,208677,2/14/2019,17:29,1,Cash,198.74,4761904762,9937,5.2
428-83-5800,3,Naypyitaw,1,Member,1,Female,5,Food and beverages,21.08,3,3162,66402,2/9/2019,10:25,1,Cash,63.24,4761904762,3162,7.3
603-07-0961,3,Naypyitaw,1,Member,2,Male,2,Electronic accessories,74.79,5,186975,3926475,1/10/2019,11:34,1,Cash,373.95,4761904762,186975,4.9
704-20-4138,3,Naypyitaw,1,Member,1,Female,1,Health and beauty,29.67,7,10.3845,2180745,3/11/2019,18:58,2,Credit card,207.69,4761904762,10.3845,8.1
787-15-1757,3,Naypyitaw,1,Member,2,Male,1,Health and beauty,44.07,4,8814,185094,2/18/2019,16:28,3,Ewallet,176.28,4761904762,8814,8.4
649-11-3678,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,22.93,9,10.3185,2166885,2/26/2019,20:26,1,Cash,206.37,4761904762,10.3185,5.5
622-20-1945,3,Naypyitaw,2,Normal,1,Female,1,Health and beauty,39.42,1,1971,41391,1/18/2019,15:08,1,Cash,39.42,4761904762,1971,8.4
372-94-8041,1,Yangon,2,Normal,2,Male,1,Health and beauty,15.26,6,4578,96138,2/15/2019,18:03,3,Ewallet,91.56,4761904762,4578,9.8
563-91-7120,1,Yangon,2,Normal,1,Female,6,Fashion accessories,61.77,5,154425,3242925,3/8/2019,13:21,1,Cash,308.85,4761904762,154425,6.7
746-54-5508,1,Yangon,2,Normal,2,Male,3,Home and lifestyle,21.52,6,6456,135576,1/17/2019,12:48,2,Credit card,129.12,4761904762,6456,9.4
276-54-0879,2,Mandalay,2,Normal,2,Male,4,Sports and travel,97.74,4,19548,410508,3/12/2019,19:53,3,Ewallet,390.96,4761904762,19548,6.4
815-11-1168,1,Yangon,1,Member,2,Male,5,Food and beverages,99.78,5,24945,523845,3/9/2019,19:09,1,Cash,498.9,4761904762,24945,5.4
719-76-3868,3,Naypyitaw,1,Member,2,Male,5,Food and beverages,94.26,4,18852,395892,3/12/2019,16:30,1,Cash,377.04,4761904762,18852,8.6
730-61-8757,2,Mandalay,1,Member,2,Male,1,Health and beauty,51.13,4,10226,214746,1/25/2019,10:11,2,Credit card,204.52,4761904762,10226,4
340-66-0321,1,Yangon,1,Member,2,Male,2,Electronic accessories,36.36,4,7272,152712,3/25/2019,13:07,1,Cash,145.44,4761904762,7272,7.6
868-81-1752,2,Mandalay,2,Normal,2,Male,3,Home and lifestyle,22.02,9,9909,208089,2/7/2019,18:48,1,Cash,198.18,4761904762,9909,6.8
634-97-8956,1,Yangon,2,Normal,2,Male,5,Food and beverages,32.9,3,4935,103635,2/17/2019,17:27,2,Credit card,98.7,4761904762,4935,9.1
566-71-1091,1,Yangon,2,Normal,2,Male,6,Fashion accessories,77.02,5,19255,404355,2/3/2019,15:59,1,Cash,385.1,4761904762,19255,5.5
442-48-3607,1,Yangon,1,Member,2,Male,5,Food and beverages,23.48,2,2348,49308,3/14/2019,11:21,2,Credit card,46.96,4761904762,2348,7.9
835-16-0096,3,Naypyitaw,1,Member,2,Male,4,Sports and travel,14.7,5,3675,77175,3/24/2019,13:48,3,Ewallet,73.5,4761904762,3675,8.5
